,x,y,z
0,0.2800759626301593,0.7247952806552701,True
1,0.46114670980294215,0.7468969587423208,True
2,0.12171969257644188,0.13145932635759316,False
3,0.5226083517189325,0.6230461327971575,False
4,0.4091684087742049,0.5349879830152674,True
5,0.07163954720466492,0.867830496481065,True
6,0.0989666758185318,0.5809299338389761,True
7,0.9862883639667469,0.6187247842644454,False
8,0.6940678823575867,0.5083531435242749,False
9,0.4486884602631187,0.40237446108989583,False
10,0.640176808589762,0.8684559817279517,False
11,0.2704888564544973,0.1546774184214762,False
12,0.3018739669819622,0.31091935554682315,False
13,0.07334206755163764,0.41206092919913173,False
14,0.05258557112249318,0.9067462598827835,True
15,0.8074751283544689,0.6350094798811351,False
16,0.8133053357896829,0.16893638031777325,True
17,0.004971612459417907,0.5745309536887638,True
18,0.3300553440974975,0.8966726060398493,True
19,0.0890868566109625,0.19002465692412351,False
20,0.4679469077894437,0.6810836037508925,True
21,0.6176894598800496,0.5112850836189815,False
22,0.5510480629527555,0.9128955205481029,False
23,0.13406187247823897,0.262744747064238,False
24,0.7024428365850955,0.5323037305957979,False
25,0.6129694059842482,0.6278470002163641,False
26,0.4674253576456282,0.9894465287811645,True
27,0.2971271403439263,0.9296611318313097,True
28,0.9183938840175293,0.9858857223110112,False
29,0.08343969800897988,0.5161776088208624,True
30,0.14476327371341602,0.5385744107981328,True
31,0.3785707527768779,0.038818960504155564,False
32,0.25922384444490243,0.6039759281469602,True
33,0.6162096309245692,0.8620207219236578,False
34,0.6945543884841182,0.707332714195177,False
35,0.7038943052997984,0.34991804929306236,True
36,0.7738860632901945,0.30355685591861026,True
37,0.1752362957256003,0.8911137572289047,True
38,0.7463139351483743,0.7180550202207463,False
39,0.24604888968018146,0.46573394196698503,False
40,0.536002443559902,0.5401288837979161,False
41,0.22116457403198964,0.26807042085753396,False
42,0.8121746306166012,0.7848809335019152,False
43,0.10789447262313168,0.3341335361244203,False
44,0.43083783958567357,0.7190327805717089,True
45,0.6337185167858939,0.4768545865100041,True
46,0.6974231559940267,0.5441572688456733,False
47,0.09536904815814429,0.3521069025981307,False
48,0.9841196800924371,0.18421179934948695,True
49,0.28992189604188223,0.693602236569581,True
50,0.4463883261828314,0.4276426807755227,False
51,0.3039081578087268,0.1959740823442132,False
52,0.039898961321179316,0.84216798617129,True
53,0.24453319753451286,0.11177789834346152,False
54,0.3270013104138828,0.18274753008414846,False
55,0.5751707514110677,0.28482306770439625,True
56,0.06956476183668714,0.03068720379903067,False
57,0.9307930597083257,0.6525734061194666,False
58,0.1988231393674672,0.48434489877102316,False
59,0.5294060061130789,0.09286041467316675,True
60,0.35624752809235294,0.25108566722706727,False
61,0.35938405622371616,0.7942008999231116,True
62,0.9111427970945549,0.006029204809310906,True
63,0.8892357429972197,0.13769566066625338,True
64,0.6104028315724404,0.3267334898904499,True
65,0.27975129627574014,0.22204334892301492,False
66,0.15479767572459724,0.7982406740439084,True
67,0.46534673878350374,0.9334443636977099,True
68,0.16970931469590067,0.4686938220025495,False
69,0.49704617856131805,0.8554278820773293,True
70,0.07062198327507507,0.25405807937862745,False
71,0.01678320845293335,0.46912305960947764,False
72,0.531509344523759,0.5053781978882353,False
73,0.39244494625500226,0.1734226326547842,False
74,0.996381301987304,0.010274976913214884,True
75,0.37452656583556176,0.564221667602584,True
76,0.5326091458307456,0.8605971359280608,False
77,0.3896598042830537,0.10465611129598895,False
78,0.77367610129361,0.6776858599775617,False
79,0.3775423733777882,0.8316396797729299,True
80,0.2570871585227815,0.9853741054564663,True
81,0.45705696518368666,0.9464858504609849,True
82,0.803368444787312,0.019484817544913602,True
83,0.5220276126931361,0.792786680492683,False
84,0.6787751541374694,0.045605174477727606,True
85,0.6021596575928948,0.8362366608661418,False
86,0.23533161783336265,0.8499754303417446,True
87,0.48167216825935844,0.012793835239612972,False
88,0.3890063063302053,0.054873424775240154,False
89,0.7969413243425562,0.2959038330530689,True
90,0.26901370301731653,0.7767813031970884,True
91,0.8131349876949162,0.45400715868761554,True
92,0.35767800223077806,0.6938148673258251,True
93,0.33141310269029023,0.7435854678777994,True
94,0.9196349813649444,0.5367156477228944,False
95,0.8700733524454395,0.8038106295428945,False
96,0.540384155036591,0.9583867392213794,False
97,0.8253760862381182,0.980206106404912,False
98,0.8669628705667157,0.8868102817452832,False
99,0.7694409646682246,0.34569710442879265,True
100,0.5858534004535191,0.20450840197979492,True
101,0.7379641675422207,0.311346011368131,True
102,0.05513562821992135,0.2548505010863885,False
103,0.32722644598346107,0.7807559990780821,True
104,0.5214706742341226,0.802378553476105,False
105,0.12357350859220484,0.19339054982765558,False
