,time,distance
0,38.40227887890478,476.12319393574944
1,43.834401294088266,683.0873187645564
2,33.65159077729326,337.0971082122315
3,45.67825055156798,741.0550347892166
4,42.275052263226144,637.7463746186568
5,32.14918641613995,506.6717045562532
6,32.96900027455595,416.1580446034548
7,59.588650919002404,1350.449136705535
8,50.822036470727596,933.2161792750331
9,43.460653807893564,785.4169845174919
10,49.20530425769286,865.6734824024154
11,38.11466569363492,464.96333997455116
12,39.056219009458864,581.11774532104
13,32.200262026549126,396.4197332249924
14,31.577567133674794,354.39450644174514
15,54.22425385063407,972.1115734704092
16,54.39916007369049,1036.4591546716097
17,30.149148373782538,386.97734646044444
18,39.901660322924926,609.6154544525447
19,32.67260569832887,460.57197756121985
20,44.03840723368331,652.815110740105
21,48.53068379640149,761.7936332589834
22,46.53144188858266,783.1703772754222
23,34.02185617434717,463.0352919674337
24,51.07328509755287,871.6822539106782
25,48.38908217952745,807.8487750357461
26,44.02276072936885,661.6762282658483
27,38.91381421031779,529.6407032711196
28,57.551816520525875,1181.9977734152462
29,32.5031909402694,294.14610656547603
30,34.34289821140248,421.95512121564013
31,41.357122583306335,637.184690218897
32,37.77671533334707,572.4963698270776
33,48.48628892773708,875.9077768498745
34,50.83663165452354,935.4655195725176
35,51.11682915899395,998.4570424312811
36,53.21658189870583,1157.8991738965767
37,35.257088871768005,469.1770051983552
38,52.38941805445123,977.379189586143
39,37.381466690405446,541.5162183029237
40,46.08007330679706,835.9931520915349
41,36.634937220959685,465.21782976720476
42,54.36523891849804,1072.8826572055816
43,33.236834178693954,463.22187445142276
44,42.925135187570206,628.7074288416406
45,49.011555503576815,802.8335645890421
46,50.9226946798208,929.003053923202
47,32.861071444744326,456.834720523011
48,59.52359040277311,1291.8640370266426
49,38.697656881256464,490.0745772344716
50,43.391649785484944,686.3737212258178
51,39.1172447342618,510.57306675551445
52,31.196968839635378,430.6566470616677
53,37.33599592603539,426.8615035219674
54,39.810039312416485,686.0728011205194
55,47.25512254233203,721.6261167384916
56,32.08694285510062,362.1308610673731
