,time,distance
0,38.40227887890478,6995.047618053765
1,43.834401294088266,9885.470406005448
2,33.65159077729326,4989.524177200817
3,45.67825055156798,10772.19054778938
4,42.275052263226144,9183.644124360164
5,32.14918641613995,6510.610153411575
6,32.96900027455595,5699.59355935255
7,59.588650919002404,19647.12427998912
8,50.822036470727596,13626.558686012506
9,43.460653807893564,10848.286678412536
10,49.20530425769286,12645.870102093651
11,38.11466569363492,6843.478921150268
12,39.056219009458864,8137.177774381947
13,32.200262026549126,5413.871015811069
14,31.577567133674794,4923.8987156556
15,54.22425385063407,14694.098954194922
16,54.39916007369049,15373.786937415996
17,30.149148373782538,5096.005492852673
18,39.901660322924926,8544.022444614673
19,32.67260569832887,6109.375954571403
20,44.03840723368331,9616.010750422343
21,48.53068379640149,11482.970930288446
22,46.53144188858266,11340.298116064761
23,34.02185617434717,6293.420693559496
24,51.07328509755287,13059.653655689805
25,48.38908217952745,11917.718865431896
26,44.02276072936885,9702.064572203784
27,38.91381421031779,7602.178400364246
28,57.551816520525875,17504.13187075138
29,32.5031909402694,4425.6466285943125
30,34.34289821140248,5921.686360155115
31,41.357122583306335,9036.614512208327
32,37.77671533334707,7872.291796381144
33,48.48628892773708,12616.013322308503
34,50.83663165452354,13651.858339660166
35,51.11682915899395,14335.822920673076
36,53.21658189870583,16345.875237953378
37,35.257088871768005,6507.54638755708
38,52.38941805445123,14374.712645661972
39,37.381466690405446,7508.700361360344
40,46.08007330679706,11790.397387606914
41,36.634937220959685,6645.927302297414
42,54.36523891849804,15730.98886828484
43,33.236834178693954,6201.598520855302
44,42.925135187570206,9195.56497556342
45,49.011555503576815,11981.632104271284
46,50.9226946798208,13603.799591017274
47,32.861071444744326,6093.806495541246
48,59.52359040277311,19046.356601551026
49,38.697656881256464,7175.975769767636
50,43.391649785484944,9846.752479389457
51,39.1172447342618,7440.4261624242445
52,31.196968839635378,5644.715960244295
53,37.33599592603539,6356.007520507441
54,39.810039312416485,9295.242625146417
55,47.25512254233203,10851.921904771481
56,32.08694285510062,5058.172142737136
57,57.92379179124977,17315.039226767913
58,35.964694181024015,5825.759737101551
59,45.882180183392364,11466.80991269227
60,40.68742584277059,8626.104221692589
61,40.781521686711486,8412.017679615057
62,57.334283912836646,16707.85617568591
63,56.677072289916595,16496.858238774603
64,48.31208494717321,12187.124826906158
65,38.392538888272206,7103.904174339073
66,34.643930271737915,5740.630878129442
67,43.96040216350511,9457.83477892931
68,35.09127944087702,6678.628271696671
69,44.911385356839546,9609.093098732235
70,32.11865949825225,5661.372288370092
71,30.503496253588,4915.678354713151
72,45.945280335712766,10004.636981493917
73,41.77334838765007,8398.705326596437
74,59.89143905961912,18411.333379377018
75,41.235796975066854,8682.46282780206
76,45.978274374922364,11197.007694757725
77,41.68979412849161,9620.176830083345
78,53.2102830388083,14306.296969394447
79,41.32627120133365,9594.760184678626
80,37.71261475568345,7864.081249986037
81,43.7117089555106,9470.821376329171
82,54.101053343619355,15925.652419364733
83,45.66082838079409,10394.947958897079
84,50.36325462412408,13759.968819830136
85,48.064789727786845,12230.016473812493
86,37.05994853500088,7403.995997800998
87,44.45016504778076,9301.700715496685
88,41.67018918990616,8840.58851745116
89,53.908239730276684,15345.337554766833
90,38.0704110905195,7423.857192077446
91,54.39404963084749,15972.636415671415
92,40.73034006692334,8081.192551175171
93,39.942393080708705,8343.383111801571
94,57.58904944094833,17452.729427098664
95,56.102200573363184,16376.661947534445
96,46.21152465109773,12025.009086785656
97,54.76128258714355,16244.779043247267
98,56.00888611700147,16450.01631212435
99,53.08322894004674,14845.496314836419
100,47.575602013605575,12464.765663041033
101,52.13892502626662,14962.01276456569
102,31.65406884659764,5616.638823381512
103,39.816793379503835,7925.257032933139
104,45.64412022702368,11149.31640899159
105,33.70720525776615,5633.133357713729
106,36.227398905338106,7083.28081086981
107,35.41324104093646,5667.815925927007
108,37.19920221456477,6408.300072651636
109,41.13929317523124,8014.86532797051
110,38.689652763911745,8393.561979882765
111,57.77290031294407,17545.565556223075
112,30.742344113841853,5159.735095587281
113,46.96470466990367,12086.916644210827
114,48.973021491328865,12321.870075103356
115,50.704251127727545,13496.948044274943
116,39.52135486395561,8007.318553732464
117,59.6047363828584,18632.8299104686
118,48.04572185901146,11592.692934176735
119,51.10151397769168,13936.52584354393
120,31.923129004739693,5476.453470864606
121,41.47594184663454,8246.707834676285
122,37.255434945243024,5985.425446012437
123,56.39297966108376,15923.300910282627
124,40.7699030749071,8076.731352174549
125,37.059430713467485,7314.389948010089
126,55.35167982333461,15446.043017064609
127,35.50628841715747,7028.384229095172
128,41.831257353505215,8823.32913415848
129,57.39461644397627,17639.302006311857
130,30.737499983037882,4546.276852564209
131,34.636459177040926,5435.923434037441
132,44.951189554201996,10850.581391551801
133,43.61100877429969,9363.469986839234
134,59.19787980341173,19102.059365741417
135,56.816680776842645,16049.298475273034
136,49.428381681421804,12898.514157092608
137,30.93310959197856,4952.28383088237
138,35.569380415863144,6675.191129008682
139,46.685490045211445,11045.189625999195
140,42.89775182139923,9821.886403301607
141,58.948887615282885,18468.378696614873
142,43.85233573883956,10276.322151373362
143,58.528699546602255,17924.68184987248
144,35.6063357807013,6938.375233790909
145,55.552813528278634,16016.546516733692
146,49.31465577173097,13812.07185598432
147,55.84569640616559,16512.77768350207
148,51.19205521569659,13965.584336238364
149,48.70197507598803,11888.393026810862
150,35.47733987537141,6411.0814946463815
151,32.71894619855671,5143.978365331078
152,31.869222262078416,4888.548302059917
153,34.41957608384307,5975.688536433712
154,36.874147421354124,6780.155206116313
155,37.187925269939576,7189.623893233542
156,36.464468837593785,7329.779713151301
157,43.43485014686038,9096.685554738226
158,49.493736498491664,12344.298960046892
159,56.02986676572122,15966.167961912588
160,57.095856857511905,17344.595481951186
161,35.34785313908701,6799.503975780512
162,58.894801572778874,18204.7732308814
163,49.40827682077964,12817.473652215136
164,39.2138226687762,7472.0096019925495
165,53.03225870380107,14731.096090198327
166,37.74865657174836,7655.396819872189
167,50.2273116561813,12319.566011915835
168,38.85341859552216,7729.49368894061
169,46.52209376926902,9990.19204818456
170,32.632630579146976,5131.446261436875
171,57.26508869515488,17451.049901526698
172,32.48779541826419,6145.677675875771
173,52.652120167342375,15630.37396527813
174,37.75268092666645,7694.32967566721
175,36.80597338802351,7455.152989733721
176,59.21469337488035,17250.24479502996
177,34.8744359142684,6090.250392305285
178,53.455943767038015,14981.827803625927
179,46.20732661399565,11569.3666074798
180,38.96886814481963,7748.249666169621
181,34.21152910406961,6374.830055422766
182,58.387222004436396,17700.199413482038
183,47.61763344654825,11533.166145348334
184,56.41190893229948,16750.796400021743
185,43.79544361956712,9246.096597664302
186,38.87433890476346,8069.837016616555
187,51.06701522845839,12843.244831486127
188,51.44087278056182,13647.985198617072
189,42.09759136659278,9862.648965813769
190,44.2679817636446,10685.054332125612
191,44.52392793009986,10057.090277291967
192,58.39658381536603,18138.901514197747
193,33.151657752463414,4983.876349532434
194,49.03360059840979,13207.064145541884
195,44.23179605543039,9975.733310617226
196,54.6707395858146,16748.79104167582
197,36.49231338247783,7482.909717351108
198,58.237992068190636,18046.544245490397
199,53.50719851489082,15041.594230857858
200,53.1461551074443,15116.688274455586
201,56.13595423309238,16965.130019203618
202,36.099214834836225,7433.366140201234
203,37.27546201813497,8317.195966893894
204,32.83281584614276,6262.291408651358
205,48.86244736970062,11741.207708631826
206,58.8919761440266,18290.311194216087
207,35.547683192312235,7595.703505976077
208,36.14943251902727,6846.7591800398695
209,44.90625322665157,9676.055306331982
210,59.132654819672936,18423.884593594525
211,48.838572172546776,12829.935399553542
212,52.18357418231055,14765.929073873507
213,46.389398694987676,12089.240638571682
214,52.69703799131458,14814.686770173075
215,48.36611511226222,12556.275464313901
216,53.37327159887522,14575.86378542222
217,38.569362245664934,7498.8482071742965
218,56.25015927309619,16366.03709790736
219,52.47226682235035,14726.271704714814
220,38.99478827829584,7395.008591633145
221,38.063346922759706,7512.344133897879
222,55.10036071387344,16281.908827397105
223,42.81613063752559,8260.571965776877
224,44.973266130583426,10453.73186915252
225,56.377471773230006,15782.938254786848
226,42.31933772023692,9417.960227725773
227,46.63165553832485,11038.140601481316
228,51.00088790500156,13553.052441170656
229,41.17058524897847,9187.804308874807
230,38.75869791151278,7866.815641177439
231,51.68865778033171,13369.033621108858
232,50.72829699554469,13662.59259680891
233,44.88602916997455,10589.40226437221
234,50.722582588459495,12651.446288996694
235,50.27292053701156,13922.04197489964
236,47.25859462220926,11574.898080139043
237,54.606611966729275,15521.325141146956
238,52.79845732198285,14296.50300366056
239,51.6896534259524,14276.680831493428
240,56.80598399308241,16451.55528520667
241,30.013021464262255,4349.866558690089
242,54.33092973122541,15548.344843626257
243,35.00542459260307,5914.487703608487
244,32.220358171962744,5394.541959384546
245,33.754736474561646,6162.6944831464425
246,30.153143365084073,5089.233781722871
247,32.8448514476857,5171.996189126142
248,55.47091825156578,16719.49379405874
249,48.165605315199926,11518.145282251386
250,53.22638007927889,14858.75230811089
251,42.60238645497249,10096.415371172581
252,49.97454631547814,12946.356725353278
253,50.890540611622,13359.940033912604
254,36.066776151509636,6483.559546195919
255,31.120723965826787,4908.82772902003
256,33.03789318299885,6513.2015437696755
257,40.8256602804279,9324.644572501957
258,37.60221619652542,6810.901595552877
259,53.98082108410103,15699.40404137073
260,56.17112368341398,15680.490633485677
261,34.38373212806579,5265.703943187854
262,58.27990414993259,17644.51376438013
263,58.330064212314866,18114.893686347415
264,57.92058594558643,16819.70184333234
265,42.99964573923285,9860.278593425983
266,42.78850092258542,9672.11197680161
267,41.0963218676,8618.811686340705
268,57.01764459097226,17416.46746638213
269,31.463003148819354,5213.91416245337
270,42.645621671355954,9796.263481343278
271,58.07613377888384,17567.78147615174
272,52.14089174153639,14375.23683765402
